google_index,page_rank,nb_www,domain_age,ratio_digits_url,domain_in_title,nb_hyperlinks,phish_hints,ip,status
1,5,0,5615,0.033333333,1,21,2,0,1
0,5,0,9327,0.081081081,1,0,0,0,0
0,4,1,3561,0.0,1,54,0,0,0
0,5,0,5614,0.125,1,0,0,0,1
1,1,1,5408,0.038461538,1,0,0,0,1
1,10,0,8346,0.0,0,1,0,0,1
0,5,0,5877,0.027027027,1,167,0,0,0
1,7,1,2633,0.065217391,1,849,0,0,0
0,4,1,6512,0.0,1,0,0,0,0
1,0,0,5056,0.0,1,5,1,0,1
1,7,0,7134,0.0,0,385,0,0,0
0,6,1,9394,0.0,0,212,0,0,0
1,0,0,5044,0.0,1,0,2,0,1
1,0,0,2573,0.06779661,1,13,1,0,1
1,4,0,1246,0.01754386,1,0,0,0,1
0,3,0,2872,0.0,0,44,0,0,0
1,1,1,4537,0.0,1,0,0,0,1
0,7,0,7133,0.0,0,199,0,0,0
1,5,0,7295,0.027777778,1,14,0,0,1
1,2,0,973,0.038461538,1,1,1,0,1
1,5,0,7296,0.25,1,5,0,1,1
0,10,0,7491,0.0,1,25,0,0,0
0,2,1,5056,0.0,1,33,0,0,0
1,1,0,5056,0.304347826,1,11,3,1,1
0,5,1,8442,0.058823529,1,148,0,0,0
0,3,1,2277,0.0,1,181,0,0,0
0,3,1,1800,0.0,1,81,0,0,0
1,4,0,5056,0.008403361,1,98,3,0,1
0,4,1,3952,0.06779661,1,129,1,0,0
0,4,0,4855,0.0,1,98,0,0,0
1,0,0,166,0.271523179,1,45,0,1,1
0,4,1,4093,0.035714286,1,38,0,0,0
1,2,0,5056,0.0,1,41,3,0,1
0,2,0,5056,0.0,0,437,0,0,0
0,10,1,8516,0.0,0,137,0,0,0
0,3,1,7689,0.0,1,218,0,0,0
0,5,1,5913,0.0,1,31,0,0,0
0,2,0,5056,0.0,0,139,0,0,0
1,0,0,4141,0.0,1,0,0,0,1
0,4,1,4664,0.0,1,104,0,0,0
0,0,1,317,0.0,1,124,0,0,1
0,5,1,4566,0.0,1,65,0,0,0
1,9,0,5056,0.181818182,1,16,0,0,1
1,0,1,657,0.038461538,1,2,0,0,1
1,2,1,5056,0.026315789,1,1,0,0,1
0,2,1,5056,0.0,1,77,0,0,0
1,0,0,3993,0.105263158,1,51,0,1,1
1,0,1,5056,0.039534884,1,21,3,1,1
1,4,0,4823,0.0,0,38,0,0,0
0,6,0,11046,0.068493151,0,61,0,0,0
1,0,1,2939,0.107142857,1,0,0,0,1
1,5,0,3385,0.0,1,52,0,0,0
1,5,0,7802,0.0,1,0,0,0,1
1,5,1,5056,0.076923077,1,83,0,0,0
0,2,1,5366,0.0,1,24,0,0,0
1,1,2,2112,0.244444444,1,52,1,1,1
0,3,0,7156,0.1555555559999999,1,315,0,1,0
0,4,1,7602,0.036363636,0,77,0,0,0
1,0,1,135,0.076923077,1,5,0,0,1
1,2,0,1546,0.073170732,1,184,0,0,1
1,0,0,7,0.169014085,1,582,0,1,1
1,10,0,8348,0.072289157,0,10,1,0,1
1,0,0,5056,0.342465753,1,14,0,1,1
1,0,0,184,0.204545455,1,4,0,0,1
0,3,1,2403,0.052631579,1,1,2,0,1
1,0,0,3992,0.157480315,1,51,0,1,1
0,0,0,254,0.070707071,1,32,0,0,1
1,1,1,6041,0.0,1,38,1,0,1
1,7,1,7284,0.0,0,147,0,0,0
1,0,0,5056,0.0,1,4,3,0,1
0,3,1,5056,0.0,0,98,0,0,0
1,1,1,5111,0.0,1,145,1,0,1
0,5,0,8024,0.0,0,296,0,0,0
0,7,1,5993,0.049180328,1,161,0,0,0
0,4,1,2684,0.0,1,53,0,0,0
1,1,0,725,0.086956522,1,3,0,0,1
1,5,0,7295,0.0,1,14,0,0,1
0,4,1,3754,0.0,1,64,0,0,0
0,5,1,5381,0.0,0,154,0,0,0
1,2,0,3743,0.0,1,38,1,0,1
0,3,1,5416,0.0,1,0,0,0,0
1,0,0,1901,0.093023256,1,1,1,0,1
0,2,0,3937,0.0,0,0,0,0,0
1,4,1,6668,0.071428571,1,37,0,0,0
0,5,0,4413,0.0,0,157,0,0,0
1,0,1,3983,0.0,1,0,0,0,1
0,5,0,7732,0.0,1,209,0,0,0
0,1,0,2647,0.0,1,22,0,0,1
0,7,1,9285,0.020408163,0,326,0,0,0
0,5,0,8047,0.020833333,0,141,0,0,0
1,0,1,531,0.037037037,0,10,3,0,1
1,0,0,1028,0.0,0,0,0,0,1
1,4,1,5334,0.0,1,146,0,0,0
1,4,1,7602,0.0,1,60,0,0,0
0,4,1,6460,0.0,1,416,0,0,0
1,3,0,1953,0.060606061,1,8,1,0,1
0,4,1,5056,0.0,0,168,0,0,0
0,8,1,5224,0.0,1,319,0,0,0
1,2,1,5056,0.415204678,1,31,1,1,1
1,2,0,189,0.131578947,1,3,0,0,1
1,5,1,6203,0.0,1,148,2,0,0
0,10,1,5639,0.0,0,53,0,0,0
1,2,1,1785,0.0,1,0,0,0,1
1,5,0,6431,0.051282051,0,72,0,0,0
0,4,1,2254,0.0,0,323,0,0,0
0,3,1,5056,0.0,0,53,0,0,0
0,6,0,9253,0.128205128,1,0,0,0,0
1,0,1,5825,0.35483871,1,0,0,1,1
1,1,0,1899,0.0,1,41,2,0,1
1,5,0,7295,0.0,1,14,0,0,1
0,3,1,4120,0.0,1,8,0,0,0
1,5,1,3650,0.06779661,0,665,0,0,0
0,6,1,8044,0.0,1,77,0,0,0
1,0,1,6831,0.057692308,1,103,0,0,1
1,0,0,3904,0.0,1,21,0,0,1
1,3,0,4183,0.127659574,1,57,0,0,1
0,3,1,2403,0.0,0,77,0,0,0
0,2,0,5056,0.0,0,105,0,0,0
0,7,0,7968,0.132352941,1,12,1,0,1
0,10,0,8346,0.159574468,0,1,1,1,1
1,0,0,5056,0.0,1,20,0,0,1
1,0,0,1154,0.1578947369999999,1,45,0,0,1
1,0,0,3608,0.028571429,1,0,0,0,1
1,2,0,2870,0.0,1,23,0,0,1
1,0,1,5972,0.075471698,1,0,0,0,1
1,5,0,5616,0.0,1,21,1,0,1
1,3,0,6381,0.114285714,1,24,0,0,1
0,10,2,8348,0.066666667,1,0,0,0,1
0,5,0,4825,0.0,1,109,0,0,0
1,0,0,4405,0.4866666670000001,1,8,0,1,1
1,2,1,570,0.0,1,0,0,0,1
1,2,1,3381,0.0,1,33,2,0,1
0,3,1,4681,0.160377358,1,0,0,1,1
0,0,0,5056,0.0,0,52,0,0,1
0,7,0,7133,0.0,0,822,0,0,0
1,2,1,2290,0.033333333,1,33,3,0,1
1,0,0,896,0.0,1,7,0,0,1
0,5,1,6901,0.128205128,1,182,0,0,0
0,4,1,3899,0.0,0,335,0,0,0
1,0,0,-2,0.023255814,1,11,0,0,1
0,5,1,9224,0.0,0,280,0,0,0
1,0,0,5056,0.3666666670000001,1,0,0,1,1
0,8,0,7449,0.0,1,105,0,0,0
0,4,0,7287,0.0762711859999999,0,8,0,1,0
0,2,0,2625,0.0,1,58,0,0,0
0,6,0,11192,0.166666667,1,0,0,0,0
1,2,0,2839,0.028571429,1,7,0,0,1
1,0,0,5056,0.0,1,140,0,0,1
1,5,0,5615,0.0625,1,22,2,0,1
1,2,0,189,0.078947368,1,3,0,0,1
0,4,1,4996,0.0,1,67,0,0,0
0,5,1,3526,0.0,1,49,0,0,0
1,0,0,3993,0.166666667,1,51,0,1,1
0,7,0,7130,0.0,0,339,0,0,0
0,7,0,7134,0.0,0,215,0,0,0
0,2,1,3904,0.0,1,9,0,0,0
0,2,1,2980,0.0,1,72,0,0,0
0,7,1,7427,0.02,1,1294,2,0,0
1,0,0,3992,0.119047619,1,51,0,1,1
0,6,1,8627,0.0,0,177,0,0,0
1,0,0,2047,0.196078431,1,88,3,1,1
0,2,1,2425,0.064516129,1,46,0,0,0
1,0,1,5826,0.279069767,1,0,0,1,1
0,4,1,6068,0.102564103,1,259,0,0,0
0,2,1,3477,0.0,1,138,0,0,0
0,8,1,8965,0.212121212,0,579,0,1,0
0,0,0,7,0.0,1,8,0,0,1
0,2,1,5056,0.0,1,24,0,0,0
0,4,1,6096,0.0,0,226,0,0,0
0,4,0,5903,0.0,1,128,0,0,0
0,5,0,5627,0.107843137,1,224,0,1,1
1,4,1,4153,0.0,1,1041,0,0,0
0,4,1,4764,0.0,0,33,0,0,0
0,7,0,9744,0.079207921,0,48,0,0,0
0,4,1,3163,0.0,1,43,0,0,0
0,4,1,5056,0.0,1,452,0,0,0
1,0,0,2088,0.0,1,0,0,0,1
1,5,1,4162,0.262773723,0,74,0,0,0
1,0,1,5056,0.1292775669999999,1,0,1,1,1
1,9,0,5056,0.181818182,1,44,0,0,1
1,0,0,918,0.011235955,1,25,4,0,1
0,3,1,5890,0.0,0,58,0,0,0
0,5,0,8046,0.020408163,0,139,0,0,0
1,5,0,5616,0.066666667,1,22,1,0,1
0,2,0,5442,0.0,1,197,0,0,1
1,2,0,3188,0.0,1,0,2,0,1
0,2,1,5056,0.0,1,26,0,0,0
1,2,0,3977,0.0,1,6,1,0,1
1,0,0,1,0.076923077,1,0,0,0,1
0,7,1,4549,0.108433735,1,171,0,1,0
1,0,0,1,0.0,1,4,0,0,1
0,8,1,8969,0.212121212,0,555,0,1,0
0,6,1,9205,0.0,0,115,0,0,0
1,5,1,8697,0.0,1,176,0,0,0
0,2,1,3873,0.0,0,162,0,0,0
0,3,1,4821,0.0,1,114,0,0,0
1,0,0,65,0.0546875,1,0,2,0,1
1,6,0,5056,0.12,1,0,0,0,1
0,10,1,8517,0.0,0,147,0,0,0
0,7,1,3118,0.0,0,177,0,0,0
0,5,1,7318,0.0,1,357,0,0,0
1,5,0,7295,0.097560976,1,15,0,0,1
0,2,1,6022,0.0,1,27,0,0,0
1,0,0,1,0.0,1,0,0,0,1
0,1,1,3346,0.03030303,1,17,0,0,0
0,6,1,5409,0.094117647,0,35,1,0,0
0,7,0,7129,0.0,0,898,0,0,0
0,5,1,4300,0.055045872,1,30,0,0,0
0,4,0,2785,0.0,1,120,0,0,0
0,10,0,8346,0.127272727,0,1,2,0,1
1,0,0,1095,0.304093567,1,13,3,1,1
0,3,0,5056,0.0,0,10,0,0,0
0,2,0,7557,0.0,0,40,0,0,0
1,0,0,5056,0.285714286,1,1,1,1,1
1,4,0,2581,0.0,1,13,0,0,1
0,4,1,5056,0.0,0,131,0,0,0
1,3,0,7083,0.03125,1,1,0,0,1
0,7,0,7133,0.0,0,589,0,0,0
1,4,0,8019,0.113636364,1,26,0,0,1
1,4,0,8019,0.048387097,1,7,0,0,1
1,2,0,3747,0.0,1,22,1,0,1
1,0,0,5056,0.290780142,1,50,1,1,1
1,0,0,3993,0.126984127,1,51,0,1,1
0,1,0,4924,0.0,1,14,0,0,0
1,5,1,11205,0.037735849,1,5,0,0,0
0,3,1,5056,0.0,0,90,0,0,0
1,0,0,1379,0.276315789,1,51,0,1,1
1,4,1,4133,0.0,1,58,0,0,0
1,2,0,5767,0.207792208,1,30,0,1,1
0,2,1,7169,0.0,0,129,0,0,0
0,5,1,6842,0.0,0,192,0,0,0
1,5,1,7705,0.081632653,1,0,0,0,0
0,5,1,6769,0.0,0,241,0,0,0
1,0,0,5056,0.273809524,1,30,0,1,1
0,5,1,8309,0.0,1,29,0,0,0
0,3,1,5056,0.0,0,264,0,0,0
0,5,1,5572,0.0,1,31,0,0,0
0,3,1,5056,0.0,0,18,0,0,0
0,3,1,5056,0.0,1,58,0,0,1
0,0,0,2744,0.0,1,0,0,0,1
1,4,1,8176,0.0,1,104,0,0,0
0,2,0,3086,0.0,1,68,0,0,0
1,5,0,7295,0.025,1,14,0,0,1
1,0,0,4505,0.0,1,58,5,0,1
1,5,0,5627,0.107142857,1,83,0,0,1
1,0,0,393,0.0,1,7,1,0,1
1,0,0,-2,0.0,1,13,0,0,1
1,0,0,2232,0.0,1,22,3,0,1
1,0,0,205,0.043478261,1,36,0,0,1
1,0,0,1880,0.0,1,9,0,0,1
0,4,0,5904,0.068965517,1,37,0,0,0
1,0,1,6831,0.054545455,1,103,0,0,1
0,6,1,6260,0.0,1,288,0,0,0
0,4,1,5056,0.0,1,129,0,0,0
1,0,0,5056,0.398268398,1,15,5,1,1
1,0,1,5056,0.0,1,4,0,0,1
0,4,1,6749,0.0,1,72,0,0,0
0,3,1,5056,0.0,1,7,0,0,0
1,2,1,5767,0.259259259,1,30,0,1,1
0,6,1,7913,0.120689655,1,101,0,1,0
0,5,0,7296,0.0,1,81,0,0,0
0,5,1,2568,0.0,0,316,0,0,0
1,0,0,1302,0.022988506,1,107,0,0,1
1,7,0,5230,0.0,1,47,0,0,0
1,6,0,5956,0.060150376,0,3,0,0,0
0,4,1,5056,0.0,0,64,0,0,0
1,1,0,6478,0.0,1,89,0,0,1
0,1,0,990,0.0,0,12,1,0,1
1,5,0,7295,0.0,1,14,0,0,1
0,4,1,4893,0.0,0,138,0,0,0
0,6,1,5886,0.0,0,271,0,0,0
0,5,1,7753,0.115384615,0,36,0,0,0
1,1,0,4250,0.021505376,1,9,0,0,1
0,6,0,12706,0.0,1,99,0,0,0
1,0,0,7308,0.0,1,4,0,0,1
0,4,1,2190,0.0,1,78,0,0,0
1,5,0,5613,0.1607142859999999,1,19,0,0,1
1,5,0,5614,0.107142857,1,0,0,0,1
0,5,1,4478,0.0,1,16,0,0,0
1,3,0,3141,0.06,1,185,0,0,1
0,5,1,7696,0.085714286,0,3,0,0,0
0,4,1,5056,0.048780488,1,21,0,0,0
0,5,1,5615,0.094594595,1,101,0,1,0
0,3,1,8018,0.0,1,152,0,0,0
0,4,1,4093,0.052631579,1,159,0,0,0
1,2,0,5056,0.0,1,85,3,0,1
0,2,1,5056,0.0,0,21,0,0,0
0,8,1,9897,0.0,1,61,0,0,0
0,2,0,1352,0.0,0,107,0,0,0
0,5,1,5056,0.0,0,1,0,0,0
1,3,1,5056,0.0,1,92,0,0,0
1,4,0,2706,0.029411765,1,84,0,0,1
1,0,1,3934,0.0,1,0,0,0,1
0,6,1,7596,0.0,0,142,1,0,0
1,0,0,3429,0.0,1,86,0,0,1
1,4,0,8018,0.090909091,1,7,0,0,1
0,3,1,3345,0.0,1,277,0,0,0
0,2,1,5056,0.0,1,31,0,0,0
0,0,1,3047,0.0,0,46,0,0,0
0,3,0,1549,0.0,1,0,0,0,0
0,0,1,1626,0.0,1,64,0,0,0
1,0,0,5056,0.147540984,1,25,1,1,1
1,4,1,4748,0.0,1,17,0,0,1
1,0,0,5056,0.0,1,6,0,0,1
0,0,1,5056,0.0,0,25,0,0,0
0,5,1,5098,0.0,1,1,0,0,0
0,2,1,3167,0.09375,1,173,0,0,0
1,3,1,4096,0.3099631,1,216,3,1,1
1,0,0,118,0.0,0,12,2,0,1
0,4,0,7785,0.0875,1,226,0,1,0
1,0,0,219,0.0,1,10,0,0,1
1,4,0,8018,0.209219858,1,11,0,1,1
1,4,0,8018,0.041666667,1,7,0,0,1
1,0,0,1244,0.076923077,1,18,0,0,1
0,5,1,7555,0.0,0,152,0,0,0
0,6,1,8045,0.0,1,62,0,0,0
1,0,0,1408,0.216666667,1,1,0,0,0
0,8,1,5222,0.022988506,1,193,0,0,0
1,0,2,155,0.114285714,1,151,0,0,1
1,0,1,4701,0.245098039,1,0,1,1,1
0,4,1,7534,0.142857143,1,57,0,0,0
1,2,0,2837,0.0,1,0,0,0,1
0,4,1,7714,0.0,0,70,0,0,0
0,5,0,9338,0.31512605,1,0,1,1,1
0,0,0,5056,0.277777778,1,79,0,1,1
0,3,1,6636,0.0,1,50,0,0,0
1,0,1,5056,0.170454545,1,36,0,1,1
1,1,0,7062,0.0,1,103,0,0,1
1,0,1,5056,0.0,1,0,0,0,1
1,10,0,8346,0.108910891,1,25,0,0,1
0,2,0,5056,0.0,1,206,0,0,0
0,1,1,7006,0.0,1,8,0,0,1
1,10,0,8349,0.035714286,0,1,0,0,0
0,2,0,2357,0.027777778,1,34,2,0,1
0,5,1,7371,0.0,1,80,0,0,0
1,3,1,5589,0.151515152,0,178,1,1,1
1,5,0,7295,0.0,1,14,0,0,1
1,6,0,968,0.037037037,1,10,0,0,1
0,0,0,5056,0.476190476,1,76,0,1,1
0,6,1,7380,0.056910569,0,139,0,0,0
1,5,1,6723,0.0,1,25,0,0,0
0,4,1,5280,0.033898305,1,99,0,0,0
1,4,0,5056,0.066666667,1,56,0,0,1
0,3,1,8704,0.0,1,71,0,0,0
1,5,0,5612,0.109756098,1,18,0,0,1
0,5,0,6216,0.0,0,101,0,0,0
1,3,1,6672,0.078947368,0,265,1,0,1
1,5,0,7295,0.0,1,14,0,0,1
1,7,1,7266,0.0,0,377,0,0,0
0,3,1,4805,0.0,0,97,0,0,0
1,5,0,7296,0.0,1,11,0,0,1
0,2,1,3081,0.045454545,1,24,0,0,0
0,3,1,2101,0.0,0,48,0,0,0
0,2,0,903,0.0,1,35,0,0,0
0,1,1,2063,0.0,0,14,0,0,0
1,0,1,3992,0.15503876,1,51,0,1,1
1,2,0,808,0.119047619,1,23,0,0,1
1,5,1,6673,0.038461538,1,206,0,0,0
0,1,1,1846,0.037037037,0,12,0,0,0
0,3,0,7159,0.139534884,1,291,0,0,0
0,5,0,7297,0.0,1,174,0,0,0
1,5,1,7969,0.041237113,1,0,1,0,0
0,2,0,2634,0.0,1,11,0,0,1
0,1,1,1617,0.0,1,156,0,0,0
1,0,0,674,0.0,1,45,0,0,1
0,5,1,8683,0.0,1,197,0,0,0
1,0,0,4003,0.188976378,1,4,0,1,1
1,1,0,7359,0.068965517,1,12,0,0,1
1,5,1,4001,0.0,1,2,0,0,1
0,5,1,6344,0.083333333,0,174,1,0,0
0,2,1,4180,0.0,0,235,0,0,0
0,6,1,9202,0.0,0,130,0,0,0
1,5,0,5616,0.016393443,1,21,0,0,1
0,4,1,3727,0.0,1,139,0,0,0
0,6,0,9486,0.0,0,102,0,0,0
1,1,0,4967,0.11969112,1,6,0,0,1
1,0,1,2736,0.0,1,48,0,0,1
0,3,1,1259,0.0,1,37,0,0,0
1,0,0,5056,0.0,1,30,0,0,1
0,4,0,2230,0.0,1,65,0,0,0
0,6,1,9201,0.0,0,96,0,0,0
0,5,1,5056,0.0,0,373,0,0,0
0,5,1,5056,0.0,0,96,0,0,0
1,4,0,8019,0.095238095,1,26,2,0,1
0,0,0,14,0.064220183,1,81,1,0,1
0,2,1,4274,0.0,1,3,0,0,0
1,5,0,5056,0.208333333,1,76,1,0,1
1,2,1,852,0.0,0,80,0,0,1
1,7,1,7422,0.0,0,17,0,0,0
1,0,1,3993,0.177419355,1,51,0,1,1
1,2,1,6951,0.114285714,1,17,0,0,1
1,0,0,3993,0.19047619,1,51,0,1,1
1,2,0,5440,0.1372549019999999,1,77,0,0,0
1,0,0,1656,0.373015873,1,51,0,1,1
0,6,1,6256,0.0,1,201,0,0,0
0,4,1,2879,0.0,1,51,0,0,0
0,10,1,8520,0.0,0,127,0,0,0
0,6,1,8831,0.0,0,66,0,0,0
0,8,0,7449,0.0,1,135,0,0,0
1,4,0,3232,0.089285714,1,79,0,0,0
1,5,1,6672,0.037037037,1,208,0,0,0
1,0,0,3993,0.118421053,1,51,0,1,1
0,2,1,1991,0.0,1,18,0,0,0
1,10,0,8348,0.057142857,0,1,0,0,1
0,0,0,5056,0.5,1,34,0,1,1
0,7,0,5230,0.0,1,17,0,0,0
0,6,1,5883,0.0,0,247,0,0,0
1,3,1,4097,0.00952381,1,74,1,0,1
0,5,0,7685,0.203125,1,1,0,1,0
0,4,1,3097,0.0,1,529,0,0,0
0,6,1,7403,0.0,1,50,0,0,0
1,0,0,1658,0.30952381,1,37,0,1,1
0,8,0,7448,0.0,1,71,0,0,0
0,6,1,9247,0.0,1,144,0,0,0
0,0,0,1617,0.0,0,228,0,0,0
0,4,1,2595,0.159090909,1,0,0,1,0
0,4,1,8705,0.0,1,0,1,0,0
1,1,0,6028,0.027777778,1,41,0,0,1
1,5,1,8125,0.0,1,141,1,0,0
0,5,0,5200,0.068965517,1,169,0,0,0
0,7,0,6693,0.211267606,1,269,0,1,0
0,5,0,7299,0.03125,1,102,0,0,0
1,0,0,4942,0.389830508,1,0,0,1,1
1,2,0,5257,0.0,1,1,1,0,1
0,0,1,1341,0.0,1,14,0,0,0
1,2,0,6036,0.0,1,0,1,0,1
0,4,1,3876,0.0,1,84,0,0,0
1,2,0,134,0.156521739,0,54,0,1,0
1,3,0,1954,0.151515152,1,0,0,0,1
0,6,1,8350,0.067567568,1,75,1,0,0
1,2,0,5767,0.181818182,1,30,0,1,1
0,3,0,4174,0.0,1,184,0,0,0
0,5,1,7881,0.048387097,1,154,0,0,0
1,5,1,6400,0.0,1,9,0,0,0
1,5,0,5627,0.169811321,1,0,0,1,1
0,5,0,6879,0.0,1,164,0,0,0
1,2,1,8427,0.047619048,1,0,1,0,1
1,0,0,1396,0.0,0,17,3,0,1
1,4,0,6588,0.358695652,1,12,1,1,0
0,8,1,10106,0.054545455,0,120,0,0,0
1,0,0,2046,0.156862745,1,88,3,1,1
0,3,1,2447,0.0,1,157,0,0,0
1,8,0,7446,0.101010101,1,0,0,0,0
0,5,1,9557,0.0,0,160,0,0,0
0,4,0,3895,0.088235294,1,51,0,0,0
0,5,1,2660,0.067961165,1,115,0,0,0
1,2,0,3783,0.133333333,1,0,0,0,1
0,5,0,7295,0.032258065,1,14,0,0,1
0,4,1,2175,0.0,1,321,0,0,0
1,0,0,5056,0.092105263,1,11,2,0,1
1,0,1,5056,0.040712468,1,21,3,1,1
0,2,0,2851,0.0,1,32,0,0,1
0,2,0,3433,0.0,1,112,0,0,1
1,4,0,4112,0.202933985,1,4,0,1,1
1,1,0,2961,0.144736842,1,0,1,0,1
0,4,0,2695,0.0,1,13,0,0,0
0,5,1,8501,0.0,1,56,1,0,0
1,5,0,5056,0.125,1,0,0,0,0
0,3,1,2872,0.0,1,54,0,0,0
1,0,0,7446,0.0,1,12,0,0,1
0,7,0,7655,0.0,1,201,0,0,0
1,0,0,101,0.140495868,1,45,2,1,1
1,7,1,5056,0.0,1,53,0,0,0
0,4,1,2689,0.0,1,51,0,0,0
1,3,0,2063,0.16,0,20,0,0,0
1,0,0,2193,0.0,1,56,2,0,1
1,3,1,2255,0.0,1,13,6,0,1
0,5,0,7616,0.0,1,98,0,0,0
0,5,0,7296,0.0,1,148,0,0,0
0,2,1,4638,0.0,1,95,0,0,0
1,6,1,8276,0.098591549,0,222,0,1,0
1,5,0,7296,0.0,1,5,0,0,1
0,5,1,6137,0.0,1,78,0,0,0
0,8,0,7447,0.0,1,112,0,0,0
1,0,0,5056,0.0,1,0,1,0,1
0,5,1,5056,0.027777778,1,75,0,0,0
0,3,1,7667,0.0,1,48,0,0,0
1,5,0,7296,0.242424242,1,5,0,1,1
1,0,0,5056,0.0,1,30,0,0,1
1,1,0,5056,0.0,1,47,1,0,1
0,2,1,1951,0.0,0,231,0,0,0
1,4,0,2881,0.034482759,0,28,0,0,1
0,2,1,1776,0.0,1,29,0,0,0
0,4,0,33,0.029850746,1,0,0,0,0
0,4,1,4724,0.0,1,56,0,0,0
1,3,1,502,0.047169811,0,0,3,0,1
0,3,0,5304,0.028571429,1,148,0,0,0
1,0,0,23,0.122699387,1,0,2,0,1
0,8,0,7449,0.0,1,101,0,0,0
0,0,0,5056,0.0,1,29,2,0,1
1,1,1,2767,0.0,1,18,1,0,1
1,0,0,5056,0.0,1,0,0,0,1
0,5,1,12794,0.0,1,106,0,0,0
0,1,1,5056,0.0,1,293,0,0,0
0,7,0,8121,0.0,0,28,0,0,0
0,5,1,4054,0.0,0,408,0,0,0
0,4,1,5056,0.0,1,138,0,0,0
1,9,0,5056,0.1363636359999999,1,11,0,0,1
0,7,1,9172,0.0,0,118,0,0,0
1,4,1,6560,0.0,1,72,0,0,0
1,2,1,5767,0.296296296,1,30,0,1,1
1,2,0,4873,0.333333333,1,5,1,1,1
1,10,0,8348,0.084337349,0,10,1,0,1
0,4,1,4660,0.0,1,96,0,0,0
0,1,1,7143,0.0,0,105,0,0,0
1,2,0,1433,0.078947368,1,153,1,0,1
0,2,1,7409,0.0,1,2,1,0,1
1,0,0,1304,0.14084507,1,0,0,0,1
0,10,0,7490,0.043478261,1,25,0,0,0
1,0,0,5056,0.0,1,4,2,0,1
0,3,1,2070,0.0,0,65,0,0,0
1,4,0,4386,0.0,1,2,0,0,1
0,5,0,2247,0.0,0,73,0,0,0
0,0,0,625,0.0,1,38,0,0,1
1,5,1,7298,0.0,1,29,0,0,1
1,0,0,4004,0.1640625,1,4,0,1,1
0,4,1,8685,0.0,1,66,0,0,0
0,3,1,3040,0.0,1,10,0,0,0
1,0,0,5056,0.199170124,1,0,0,1,1
0,6,1,9201,0.0,0,96,0,0,0
0,2,0,1001,0.0,0,65,0,0,0
1,0,0,304,0.0,1,0,0,0,1
